"","rcid","session","date","topic","China","France","Russia","United Kingdom","United States","consensus","veto_by","year"
"1872",4340,56,2001-12-03,"Human rights",1,1,1,1,3,"negative",NA,2001
"1873",4340,56,2001-12-03,"Palestinian conflict",1,1,1,1,3,"negative",NA,2001
"1874",4341,56,2001-12-03,"Colonialism",1,1,1,1,3,"negative",NA,2001
"1875",4341,56,2001-12-03,"Palestinian conflict",1,1,1,1,3,"negative",NA,2001
"1876",4342,56,2001-12-03,"Colonialism",1,1,1,1,3,"negative",NA,2001
"1877",4342,56,2001-12-03,"Human rights",1,1,1,1,3,"negative",NA,2001
"1878",4342,56,2001-12-03,"Palestinian conflict",1,1,1,1,3,"negative",NA,2001
"1879",4343,56,2001-12-03,"Palestinian conflict",1,1,1,1,2,"postive",NA,2001
"1880",4344,56,2001-12-03,"Colonialism",1,2,1,2,2,"postive",NA,2001
"1881",4345,56,2001-12-03,"Colonialism",1,2,1,2,3,"negative",NA,2001
"1882",4345,56,2001-12-03,"Economic development",1,2,1,2,3,"negative",NA,2001
"1883",4346,56,2001-12-03,"Colonialism",1,2,2,2,2,"postive",NA,2001
"1884",4347,56,2001-12-03,"Colonialism",1,2,1,3,3,"negative",NA,2001
"1885",4348,56,2001-12-03,"Colonialism",1,2,1,3,3,"negative",NA,2001
"1886",4349,56,2001-12-07,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2001
"1887",4350,56,2001-12-05,"Colonialism",1,1,1,1,3,"negative",NA,2001
"1888",4350,56,2001-12-05,"Palestinian conflict",1,1,1,1,3,"negative",NA,2001
"1889",4351,56,2001-12-05,"Human rights",1,3,1,3,3,"negative",NA,2001
"1890",4352,56,2001-12-05,"Human rights",1,3,1,3,3,"negative",NA,2001
"1891",4353,56,2001-12-05,"Economic development",1,2,1,2,3,"negative",NA,2001
"1892",4353,56,2001-12-05,"Human rights",1,2,1,2,3,"negative",NA,2001
"1893",4355,56,2001-12-05,"Human rights",1,3,1,3,3,"negative",NA,2001
"1894",4356,56,2001-12-05,"Human rights",1,2,2,2,3,"veto","United States",2001
"1895",4357,56,2001-12-05,"Human rights",1,1,1,1,3,"veto","United States",2001
"1896",4359,56,2001-12-05,"Human rights",1,2,1,2,2,"postive",NA,2001
"1897",4360,56,2001-12-05,"Human rights",1,3,1,3,3,"negative",NA,2001
"1898",4361,56,2001-12-05,"Human rights",3,1,3,1,1,"negative",NA,2001
"1899",4362,56,2001-12-05,"Human rights",2,1,1,1,1,"postive",NA,2001
"1900",4363,56,2001-12-05,"Human rights",2,1,2,1,1,"postive",NA,2001
"1901",4364,56,2001-12-05,"Human rights",3,1,2,1,2,"veto","China",2001
"1902",4365,56,2001-12-07,"Economic development",1,2,1,2,3,"veto","United States",2001
"1903",4366,56,2001-12-07,"Colonialism",1,1,1,1,3,"negative",NA,2001
"1904",4366,56,2001-12-07,"Palestinian conflict",1,1,1,1,3,"negative",NA,2001
"1905",4367,56,2001-12-07,"Palestinian conflict",1,1,1,1,3,"veto","United States",2001
"1906",4368,56,2001-12-07,"Palestinian conflict",1,2,1,1,3,"veto","United States",2001
"1907",4370,56,2001-12-03,"Human rights",1,2,1,3,3,"negative",NA,2001
"1908",4371,56,2002-03-05,"Human rights",1,2,1,1,3,"veto","United States",2002
"1909",4446,58,2004-06-18,"Palestinian conflict",1,1,1,1,3,"veto","United States",2004
"1910",4447,58,2004-05-06,"Colonialism",1,1,1,1,3,"negative",NA,2004
"1911",4447,58,2004-05-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,2004
"1912",4448,58,2003-12-23,"Human rights",1,1,1,3,3,"negative",NA,2003
"1913",4451,58,2003-12-23,"Colonialism",1,1,1,1,3,"negative",NA,2003
"1914",4451,58,2003-12-23,"Palestinian conflict",1,1,1,1,3,"negative",NA,2003
"1915",4452,58,2003-12-23,"Economic development",1,2,1,1,3,"veto","United States",2003
"1916",4453,58,2003-12-22,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1917",4454,58,2003-12-22,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1918",4455,58,2003-12-22,"Human rights",2,1,1,1,1,"postive",NA,2003
"1919",4456,58,2003-12-22,"Human rights",3,1,3,1,1,"negative",NA,2003
"1920",4457,58,2003-12-22,"Human rights",3,1,1,1,1,"veto","China",2003
"1921",4458,58,2003-12-22,"Human rights",1,3,1,3,3,"negative",NA,2003
"1922",4459,58,2003-12-22,"Human rights",1,3,1,3,3,"negative",NA,2003
"1923",4460,58,2003-12-22,"Human rights",1,2,1,2,3,"veto","United States",2003
"1924",4461,58,2003-12-22,"Human rights",1,3,1,3,3,"negative",NA,2003
"1925",4462,58,2003-12-22,"Human rights",1,1,1,1,1,"postive",NA,2003
"1926",4467,58,2003-12-22,"Human rights",1,3,1,3,3,"negative",NA,2003
"1927",4469,58,2003-12-22,"Economic development",1,1,1,1,3,"veto","United States",2003
"1928",4470,58,2003-12-22,"Human rights",1,3,1,3,3,"negative",NA,2003
"1929",4471,58,2003-12-22,"Human rights",1,3,1,3,3,"negative",NA,2003
"1930",4474,58,2003-12-22,"Palestinian conflict",1,2,1,2,3,"veto","United States",2003
"1931",4475,58,2003-12-17,"Economic development",1,1,1,1,1,"postive",NA,2003
"1932",4476,58,2003-12-17,"Palestinian conflict",1,1,1,1,1,"postive",NA,2003
"1933",4477,58,2003-12-09,"Colonialism",1,1,1,3,3,"negative",NA,2003
"1934",4478,58,2003-12-09,"Colonialism",1,1,1,3,3,"negative",NA,2003
"1935",4479,58,2003-12-09,"Colonialism",1,2,2,2,2,"postive",NA,2003
"1936",4480,58,2003-12-09,"Palestinian conflict",1,1,1,1,2,"postive",NA,2003
"1937",4481,58,2003-12-09,"Colonialism",1,2,1,2,3,"negative",NA,2003
"1938",4481,58,2003-12-09,"Economic development",1,2,1,2,3,"negative",NA,2003
"1939",4482,58,2003-12-09,"Colonialism",1,1,1,1,3,"negative",NA,2003
"1940",4482,58,2003-12-09,"Palestinian conflict",1,1,1,1,3,"negative",NA,2003
"1941",4483,58,2003-12-09,"Colonialism",1,1,1,1,3,"negative",NA,2003
"1942",4483,58,2003-12-09,"Palestinian conflict",1,1,1,1,3,"negative",NA,2003
"1943",4484,58,2003-12-09,"Colonialism",1,2,2,2,3,"negative",NA,2003
"1944",4484,58,2003-12-09,"Palestinian conflict",1,2,2,2,3,"negative",NA,2003
"1945",4485,58,2003-12-09,"Palestinian conflict",2,1,1,1,1,"postive",NA,2003
"1946",4486,58,2003-12-09,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1947",4487,58,2003-12-09,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1948",4488,58,2003-12-09,"Colonialism",1,1,1,2,3,"negative",NA,2003
"1949",4488,58,2003-12-09,"Human rights",1,1,1,2,3,"negative",NA,2003
"1950",4488,58,2003-12-09,"Palestinian conflict",1,1,1,2,3,"negative",NA,2003
"1951",4489,58,2003-12-09,"Colonialism",1,2,1,2,2,"postive",NA,2003
"1952",4490,58,2003-12-09,"Palestinian conflict",1,1,1,1,2,"postive",NA,2003
"1953",4492,58,2003-12-08,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2003
"1954",4493,58,2003-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2003
"1955",4494,58,2003-12-08,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2003
"1956",4495,58,2003-12-08,"Arms control and disarmament",2,1,2,1,2,"postive",NA,2003
"1957",4497,58,2003-12-08,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2003
"1958",4497,58,2003-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2003
"1959",4498,58,2003-12-08,"Arms control and disarmament",1,2,1,2,3,"veto","United States",2003
"1960",4499,58,2003-12-08,"Nuclear weapons and nuclear material",1,1,1,1,3,"veto","United States",2003
"1961",4503,58,2003-12-08,"Nuclear weapons and nuclear material",2,1,1,1,3,"veto","United States",2003
"1962",4505,58,2003-12-08,"Arms control and disarmament",1,2,1,2,3,"veto","United States",2003
"1963",4506,58,2003-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2003
"1964",4508,58,2003-12-08,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2003
"1965",4509,58,2003-12-08,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2003
"1966",4509,58,2003-12-08,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,2003
"1967",4509,58,2003-12-08,"Palestinian conflict",1,1,1,1,3,"negative",NA,2003
"1968",4510,58,2003-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2003
"1969",4511,58,2003-12-08,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2003
"1970",4512,58,2003-12-03,"Palestinian conflict",1,2,1,2,3,"veto","United States",2003
"1971",4513,58,2003-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1972",4514,58,2003-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1973",4515,58,2003-12-03,"Palestinian conflict",1,2,2,2,3,"veto","United States",2003
"1974",4516,58,2003-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",2003
"1975",4517,58,2003-12-03,"Palestinian conflict",1,2,2,2,3,"veto","United States",2003
"1976",4518,58,2003-11-05,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2003
"1977",4519,58,2003-11-04,"Economic development",1,1,1,1,3,"veto","United States",2003
"1978",4520,58,2003-12-08,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,2003
"1979",4593,60,2006-03-15,"Human rights",1,1,1,1,3,"veto","United States",2006
"1980",4595,60,2005-12-23,"Human rights",1,1,1,1,3,"veto","United States",2005
"1981",4599,60,2005-12-22,"Economic development",1,2,1,2,3,"veto","United States",2005
"1982",4600,60,2005-12-22,"Economic development",1,2,2,2,3,"veto","United States",2005
"1983",4601,60,2005-12-22,"Colonialism",1,1,1,1,3,"negative",NA,2005
"1984",4601,60,2005-12-22,"Palestinian conflict",1,1,1,1,3,"negative",NA,2005
"1985",4602,60,2005-12-16,"Human rights",2,1,2,1,1,"postive",NA,2005
"1986",4603,60,2005-12-16,"Human rights",3,1,3,1,1,"negative",NA,2005
"1987",4604,60,2005-12-16,"Human rights",3,1,3,1,1,"negative",NA,2005
"1988",4605,60,2005-12-16,"Human rights",3,1,2,1,1,"veto","China",2005
"1989",4606,60,2005-12-16,"Human rights",3,1,3,1,1,"negative",NA,2005
"1990",4608,60,2005-12-16,"Human rights",1,2,1,2,3,"veto","United States",2005
"1991",4609,60,2005-12-16,"Human rights",1,3,1,3,3,"negative",NA,2005
"1992",4611,60,2005-12-16,"Economic development",1,1,1,1,3,"veto","United States",2005
"1993",4612,60,2005-12-16,"Human rights",1,3,1,3,3,"negative",NA,2005
"1994",4613,60,2005-12-16,"Human rights",1,3,1,3,3,"negative",NA,2005
"1995",4615,60,2005-12-16,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"1996",4616,60,2005-12-16,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"1997",4618,60,2005-12-08,"Economic development",1,1,1,1,3,"veto","United States",2005
"1998",4619,60,2005-12-08,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2005
"1999",4619,60,2005-12-08,"Economic development",1,1,1,1,3,"negative",NA,2005
"2000",4621,60,2005-12-08,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2005
"2001",4622,60,2005-12-08,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,2005
"2002",4624,60,2005-12-08,"Arms control and disarmament",2,1,2,1,1,"postive",NA,2005
"2003",4625,60,2005-12-08,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2005
"2004",4625,60,2005-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2005
"2005",4626,60,2005-12-08,"Arms control and disarmament",1,3,1,3,3,"negative",NA,2005
"2006",4627,60,2005-12-08,"Arms control and disarmament",1,2,1,2,3,"veto","United States",2005
"2007",4628,60,2005-12-08,"Arms control and disarmament",1,2,1,1,3,"negative",NA,2005
"2008",4628,60,2005-12-08,"Economic development",1,2,1,1,3,"negative",NA,2005
"2009",4629,60,2005-12-08,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2005
"2010",4630,60,2005-12-08,"Nuclear weapons and nuclear material",2,1,2,1,3,"veto","United States",2005
"2011",4632,60,2005-12-08,"Economic development",1,1,1,1,3,"negative",NA,2005
"2012",4632,60,2005-12-08,"Human rights",1,1,1,1,3,"negative",NA,2005
"2013",4633,60,2005-12-08,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2005
"2014",4633,60,2005-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2005
"2015",4634,60,2005-12-08,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2005
"2016",4634,60,2005-12-08,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2005
"2017",4636,60,2005-12-08,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2005
"2018",4637,60,2005-12-08,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2005
"2019",4637,60,2005-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2005
"2020",4638,60,2005-12-08,"Arms control and disarmament",1,1,2,1,2,"postive",NA,2005
"2021",4639,60,2005-12-08,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2005
"2022",4640,60,2005-12-08,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2005
"2023",4640,60,2005-12-08,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,2005
"2024",4640,60,2005-12-08,"Palestinian conflict",1,1,1,1,3,"negative",NA,2005
"2025",4641,60,2005-12-08,"Nuclear weapons and nuclear material",1,1,1,1,3,"veto","United States",2005
"2026",4642,60,2005-12-08,"Palestinian conflict",1,1,1,1,2,"postive",NA,2005
"2027",4644,60,2005-12-08,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"2028",4645,60,2005-12-08,"Colonialism",1,2,2,2,3,"negative",NA,2005
"2029",4645,60,2005-12-08,"Palestinian conflict",1,2,2,2,3,"negative",NA,2005
"2030",4646,60,2005-12-08,"Colonialism",1,1,1,1,3,"negative",NA,2005
"2031",4646,60,2005-12-08,"Palestinian conflict",1,1,1,1,3,"negative",NA,2005
"2032",4647,60,2005-12-08,"Colonialism",1,1,1,1,3,"negative",NA,2005
"2033",4647,60,2005-12-08,"Palestinian conflict",1,1,1,1,3,"negative",NA,2005
"2034",4648,60,2005-12-08,"Colonialism",1,1,1,1,3,"negative",NA,2005
"2035",4648,60,2005-12-08,"Human rights",1,1,1,1,3,"negative",NA,2005
"2036",4648,60,2005-12-08,"Palestinian conflict",1,1,1,1,3,"negative",NA,2005
"2037",4649,60,2005-12-08,"Palestinian conflict",1,1,1,1,2,"postive",NA,2005
"2038",4650,60,2005-12-08,"Colonialism",1,2,1,2,2,"postive",NA,2005
"2039",4651,60,2005-12-08,"Colonialism",1,2,1,2,3,"negative",NA,2005
"2040",4651,60,2005-12-08,"Economic development",1,2,1,2,3,"negative",NA,2005
"2041",4652,60,2005-12-08,"Colonialism",1,2,2,2,2,"postive",NA,2005
"2042",4653,60,2005-12-08,"Colonialism",1,2,1,3,3,"negative",NA,2005
"2043",4654,60,2005-12-08,"Colonialism",1,2,1,3,3,"negative",NA,2005
"2044",4655,60,2005-12-08,"Colonialism",1,2,1,3,3,"negative",NA,2005
"2045",4656,60,2005-12-08,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2005
"2046",4657,60,2005-12-08,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"2047",4658,60,2005-12-01,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"2048",4659,60,2005-12-01,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"2049",4660,60,2005-12-01,"Palestinian conflict",1,1,1,1,3,"veto","United States",2005
"2050",4661,60,2005-12-01,"Palestinian conflict",1,2,2,2,3,"veto","United States",2005
"2051",4662,60,2005-12-01,"Palestinian conflict",1,2,2,2,3,"veto","United States",2005
"2052",4664,60,2005-11-08,"Economic development",1,1,1,1,3,"veto","United States",2005
"2053",4665,60,2005-10-31,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2005
"2054",4666,60,2006-06-30,"Palestinian conflict",1,1,1,1,3,"veto","United States",2006
"2055",4754,62,2007-10-30,"Economic development",1,1,1,1,3,"veto","United States",2007
"2056",4755,62,2007-12-05,"Nuclear weapons and nuclear material",1,2,2,2,3,"veto","United States",2007
"2057",4756,62,2007-12-05,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2007
"2058",4757,62,2007-12-05,"Arms control and disarmament",1,1,1,1,3,"veto","United States",2007
"2059",4758,62,2007-12-05,"Arms control and disarmament",1,1,2,1,2,"postive",NA,2007
"2060",4759,62,2007-12-05,"Arms control and disarmament",1,3,3,3,3,"negative",NA,2007
"2061",4759,62,2007-12-05,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2007
"2062",4760,62,2007-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2007
"2063",4761,62,2007-12-05,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2007
"2064",4761,62,2007-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2007
"2065",4762,62,2007-12-05,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2007
"2066",4762,62,2007-12-05,"Economic development",1,1,1,1,3,"negative",NA,2007
"2067",4763,62,2007-12-05,"Arms control and disarmament",1,1,1,2,3,"veto","United States",2007
"2068",4765,62,2007-12-05,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2007
"2069",4765,62,2007-12-05,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2007
"2070",4766,62,2007-12-05,"Arms control and disarmament",1,3,2,2,3,"negative",NA,2007
"2071",4766,62,2007-12-05,"Nuclear weapons and nuclear material",1,3,2,2,3,"negative",NA,2007
"2072",4768,62,2007-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2007
"2073",4769,62,2007-12-05,"Arms control and disarmament",1,2,1,3,3,"negative",NA,2007
"2074",4770,62,2007-12-05,"Economic development",1,1,1,1,3,"veto","United States",2007
"2075",4771,62,2007-12-05,"Arms control and disarmament",2,2,2,3,3,"negative",NA,2007
"2076",4772,62,2007-12-05,"Arms control and disarmament",1,2,1,2,3,"negative",NA,2007
"2077",4772,62,2007-12-05,"Nuclear weapons and nuclear material",1,2,1,2,3,"negative",NA,2007
"2078",4773,62,2007-12-05,"Arms control and disarmament",2,3,2,3,3,"negative",NA,2007
"2079",4773,62,2007-12-05,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2007
"2080",4774,62,2007-12-05,"Arms control and disarmament",1,2,1,1,3,"negative",NA,2007
"2081",4774,62,2007-12-05,"Economic development",1,2,1,1,3,"negative",NA,2007
"2082",4775,62,2007-12-05,"Arms control and disarmament",1,1,1,1,3,"veto","United States",2007
"2083",4776,62,2007-12-05,"Nuclear weapons and nuclear material",1,1,1,1,3,"veto","United States",2007
"2084",4777,62,2007-12-05,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2007
"2085",4777,62,2007-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2007
"2086",4778,62,2007-12-05,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,2007
"2087",4778,62,2007-12-05,"Palestinian conflict",1,1,1,1,3,"negative",NA,2007
"2088",4779,62,2007-12-10,"Palestinian conflict",1,1,1,1,3,"veto","United States",2007
"2089",4780,62,2007-12-10,"Palestinian conflict",1,2,2,2,3,"veto","United States",2007
"2090",4781,62,2007-12-10,"Palestinian conflict",1,2,2,2,3,"veto","United States",2007
"2091",4782,62,2007-12-10,"Palestinian conflict",1,1,1,1,3,"veto","United States",2007
"2092",4783,62,2007-12-10,"Palestinian conflict",1,2,1,2,3,"veto","United States",2007
"2093",4784,62,2007-12-10,"Palestinian conflict",1,1,1,1,3,"veto","United States",2007
"2094",4785,62,2007-12-17,"Colonialism",1,2,1,3,2,"veto","United Kingdom",2007
"2095",4786,62,2007-12-17,"Colonialism",1,2,1,3,2,"veto","United Kingdom",2007
"2096",4787,62,2007-12-17,"Colonialism",1,2,1,2,3,"negative",NA,2007
"2097",4787,62,2007-12-17,"Economic development",1,2,1,2,3,"negative",NA,2007
"2098",4788,62,2007-12-17,"Colonialism",1,2,1,2,2,"postive",NA,2007
"2099",4789,62,2007-12-17,"Colonialism",1,2,2,2,3,"negative",NA,2007
"2100",4789,62,2007-12-17,"Human rights",1,2,2,2,3,"negative",NA,2007
"2101",4789,62,2007-12-17,"Palestinian conflict",1,2,2,2,3,"negative",NA,2007
"2102",4790,62,2007-12-17,"Colonialism",1,1,1,1,3,"negative",NA,2007
"2103",4790,62,2007-12-17,"Human rights",1,1,1,1,3,"negative",NA,2007
"2104",4790,62,2007-12-17,"Palestinian conflict",1,1,1,1,3,"negative",NA,2007
"2105",4791,62,2007-12-17,"Palestinian conflict",1,1,1,1,3,"veto","United States",2007
"2106",4792,62,2007-12-17,"Palestinian conflict",1,1,1,1,3,"veto","United States",2007
"2107",4793,62,2007-12-17,"Colonialism",1,2,2,2,2,"postive",NA,2007
"2108",4794,62,2007-12-17,"Palestinian conflict",1,1,1,1,2,"postive",NA,2007
"2109",4795,62,2007-12-17,"Colonialism",1,1,1,1,3,"negative",NA,2007
"2110",4795,62,2007-12-17,"Human rights",1,1,1,1,3,"negative",NA,2007
"2111",4795,62,2007-12-17,"Palestinian conflict",1,1,1,1,3,"negative",NA,2007
"2112",4796,62,2007-12-17,"Colonialism",1,1,1,1,2,"postive",NA,2007
"2113",4796,62,2007-12-17,"Human rights",1,1,1,1,2,"postive",NA,2007
"2114",4796,62,2007-12-17,"Palestinian conflict",1,1,1,1,2,"postive",NA,2007
"2115",4797,62,2007-12-17,"Palestinian conflict",1,1,1,1,3,"veto","United States",2007
"2116",4798,62,2007-12-18,"Human rights",1,2,1,2,3,"veto","United States",2007
"2117",4799,62,2007-12-18,"Human rights",1,1,1,1,3,"negative",NA,2007
"2118",4799,62,2007-12-18,"Palestinian conflict",1,1,1,1,3,"negative",NA,2007
"2119",4800,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2120",4801,62,2007-12-18,"Human rights",3,1,1,1,3,"negative",NA,2007
"2121",4802,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2122",4803,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2123",4804,62,2007-12-18,"Human rights",1,1,1,1,3,"veto","United States",2007
"2124",4805,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2125",4806,62,2007-12-18,"Human rights",1,1,1,1,1,"postive",NA,2007
"2126",4807,62,2007-12-18,"Human rights",3,1,3,1,1,"negative",NA,2007
"2127",4808,62,2007-12-18,"Colonialism",1,1,1,1,3,"negative",NA,2007
"2128",4808,62,2007-12-18,"Palestinian conflict",1,1,1,1,3,"negative",NA,2007
"2129",4809,62,2007-12-18,"Colonialism",1,3,1,3,3,"negative",NA,2007
"2130",4809,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2131",4810,62,2007-12-18,"Economic development",1,3,1,3,3,"negative",NA,2007
"2132",4810,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2133",4811,62,2007-12-18,"Human rights",1,3,1,3,3,"negative",NA,2007
"2134",4812,62,2007-12-18,"Human rights",1,1,1,1,3,"veto","United States",2007
"2135",4813,62,2007-12-18,"Human rights",3,1,3,1,1,"negative",NA,2007
"2136",4814,62,2007-12-18,"Human rights",3,1,3,1,1,"negative",NA,2007
"2137",4815,62,2007-12-19,"Economic development",1,3,2,3,3,"negative",NA,2007
"2138",4816,62,2007-12-19,"Economic development",1,2,1,2,3,"veto","United States",2007
"2139",4817,62,2007-12-19,"Colonialism",1,1,1,1,3,"negative",NA,2007
"2140",4817,62,2007-12-19,"Economic development",1,1,1,1,3,"negative",NA,2007
"2141",4817,62,2007-12-19,"Palestinian conflict",1,1,1,1,3,"negative",NA,2007
"2142",4818,62,2007-12-19,"Economic development",1,1,1,1,1,"postive",NA,2007
"2143",4819,62,2007-12-19,"Economic development",1,1,1,1,3,"veto","United States",2007
"2144",4820,62,2007-12-22,"Human rights",3,1,3,1,1,"negative",NA,2007
"2145",4823,62,2007-12-22,"Human rights",1,1,1,1,3,"veto","United States",2007
"2146",4825,62,2007-12-22,"Human rights",1,3,1,3,3,"negative",NA,2007
"2147",4825,62,2007-12-22,"Palestinian conflict",1,3,1,3,3,"negative",NA,2007
"2148",4826,62,2007-12-22,"Arms control and disarmament",1,1,1,2,2,"postive",NA,2007
"2149",4827,62,2007-12-22,"Human rights",1,1,1,1,3,"veto","United States",2007
"2150",4829,62,2008-04-14,"Economic development",2,2,3,2,1,"veto","Russia",2008
"2151",4830,62,2008-06-30,"Economic development",1,2,2,2,3,"veto","United States",2008
"2152",4979,64,2009-10-28,"Economic development",1,1,1,1,3,"veto","United States",2009
"2153",4980,64,2009-11-05,"Human rights",1,2,2,2,3,"veto","United States",2009
"2154",4981,64,2009-12-02,"Palestinian conflict",1,2,2,2,3,"veto","United States",2009
"2155",4982,64,2009-12-02,"Palestinian conflict",1,2,2,2,3,"veto","United States",2009
"2156",4983,64,2009-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",2009
"2157",4984,64,2009-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",2009
"2158",4985,64,2009-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",2009
"2159",4986,64,2009-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",2009
"2160",4988,64,2009-12-02,"Arms control and disarmament",1,1,1,1,2,"postive",NA,2009
"2161",4989,64,2009-12-02,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2009
"2162",4989,64,2009-12-02,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2009
"2163",4990,64,2009-12-02,"Arms control and disarmament",1,2,1,3,3,"negative",NA,2009
"2164",4991,64,2009-12-02,"Arms control and disarmament",2,3,2,3,3,"negative",NA,2009
"2165",4991,64,2009-12-02,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2009
"2166",4992,64,2009-12-02,"Nuclear weapons and nuclear material",1,2,1,1,2,"postive",NA,2009
"2167",4993,64,2009-12-02,"Arms control and disarmament",1,1,2,1,1,"postive",NA,2009
"2168",4994,64,2009-12-02,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,2009
"2169",4995,64,2009-12-02,"Arms control and disarmament",2,2,1,1,1,"postive",NA,2009
"2170",4995,64,2009-12-02,"Nuclear weapons and nuclear material",2,2,1,1,1,"postive",NA,2009
"2171",4996,64,2009-12-02,"Arms control and disarmament",2,1,2,1,1,"postive",NA,2009
"2172",4996,64,2009-12-02,"Economic development",2,1,2,1,1,"postive",NA,2009
"2173",4997,64,2009-12-02,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2009
"2174",4997,64,2009-12-02,"Economic development",1,1,1,1,1,"postive",NA,2009
"2175",4998,64,2009-12-02,"Arms control and disarmament",1,2,2,2,2,"postive",NA,2009
"2176",4998,64,2009-12-02,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,2009
"2177",4999,64,2009-12-02,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2009
"2178",4999,64,2009-12-02,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2009
"2179",5000,64,2009-12-02,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2009
